year,locationabbr,locationdesc,class,topic,question,response,break_out,break_out_category,sample_size,data_value,data_value_unit,data_value_type,datasource,classid,topicid,locationid,breakoutid,breakoutcategoryid,questionid,responseid,display_order,data_value_footnote_symbol,data_value_footnote
2013,US,"All States, DC and Territories (median) **",Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,Yes,Overall,Overall,53,6,%,Crude Prevalence,BRFSS,CLASS03,Topic53,99,BO1,CAT1,CHCSCNCR,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,No,Overall,Overall,53,94,%,Crude Prevalence,BRFSS,CLASS03,Topic53,99,BO1,CAT1,CHCSCNCR,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Age,What is your age?,18-24 years,Overall,Overall,53,13,%,Crude Prevalence,BRFSS,CLASS05,Topic02,99,BO1,CAT1,AGE,RESP010,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Age,What is your age?,25-34 years,Overall,Overall,53,17.2,%,Crude Prevalence,BRFSS,CLASS05,Topic02,99,BO1,CAT1,AGE,RESP011,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Age,What is your age?,35-44 years,Overall,Overall,53,16.1,%,Crude Prevalence,BRFSS,CLASS05,Topic02,99,BO1,CAT1,AGE,RESP012,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Age,What is your age?,45-54 years,Overall,Overall,53,18,%,Crude Prevalence,BRFSS,CLASS05,Topic02,99,BO1,CAT1,AGE,RESP013,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Age,What is your age?,55-64 years,Overall,Overall,53,16.9,%,Crude Prevalence,BRFSS,CLASS05,Topic02,99,BO1,CAT1,AGE,RESP014,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Age,What is your age?,65+ years,Overall,Overall,53,19.2,%,Crude Prevalence,BRFSS,CLASS05,Topic02,99,BO1,CAT1,AGE,RESP015,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",Yes,Overall,Overall,53,4.4,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,BLIND,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",No,Overall,Overall,53,95.6,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,BLIND,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",Yes,Overall,Overall,53,10.3,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,DECIDE,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",No,Overall,Overall,53,89.7,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,DECIDE,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,Overall,Overall,53,6.4,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,DIFFALON,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,Do you have difficulty doing errands alone?,No,Overall,Overall,53,93.6,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,DIFFALON,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,Overall,Overall,53,3.4,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,DIFFDRES,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,Do you have difficulty dressing or bathing?,No,Overall,Overall,53,96.6,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,DIFFDRES,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,Overall,Overall,53,13,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,DIFFWALK,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,Overall,Overall,53,87,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,DIFFWALK,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",Yes,Overall,Overall,53,19.6,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,QLACTLM2,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",No,Overall,Overall,53,80.4,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,QLACTLM2,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,Yes,Overall,Overall,53,8.1,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,USEEQUIP,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,No,Overall,Overall,53,92,%,Crude Prevalence,BRFSS,CLASS05,Topic19,99,BO1,CAT1,USEEQUIP,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,Overall,Overall,53,12.9,%,Crude Prevalence,BRFSS,CLASS05,Topic21,99,BO1,CAT1,EDUCA,RESP021,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Education,What is the highest grade or year of school you completed?,H.S. or G.E.D.,Overall,Overall,53,29.5,%,Crude Prevalence,BRFSS,CLASS05,Topic21,99,BO1,CAT1,EDUCA,RESP022,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,Overall,Overall,53,30.9,%,Crude Prevalence,BRFSS,CLASS05,Topic21,99,BO1,CAT1,EDUCA,RESP023,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,53,24,%,Crude Prevalence,BRFSS,CLASS05,Topic21,99,BO1,CAT1,EDUCA,RESP024,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,53,3.6,%,Crude Prevalence,BRFSS,CLASS05,Topic22,99,BO1,CAT1,EMPLOY1,RESP027,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,53,3.5,%,Crude Prevalence,BRFSS,CLASS05,Topic22,99,BO1,CAT1,EMPLOY1,RESP028,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,Student,Overall,Overall,53,5.5,%,Crude Prevalence,BRFSS,CLASS05,Topic22,99,BO1,CAT1,EMPLOY1,RESP030,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,Retired,Overall,Overall,53,17.2,%,Crude Prevalence,BRFSS,CLASS05,Topic22,99,BO1,CAT1,EMPLOY1,RESP031,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,53,6.3,%,Crude Prevalence,BRFSS,CLASS05,Topic22,99,BO1,CAT1,EMPLOY1,RESP032,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,Employed,Overall,Overall,53,49.2,%,Crude Prevalence,BRFSS,CLASS05,Topic22,99,BO1,CAT1,EMPLOY1,RESP137,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,53,6.2,%,Crude Prevalence,BRFSS,CLASS05,Topic22,99,BO1,CAT1,EMPLOY1,RESP141,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,53,8.1,%,Crude Prevalence,BRFSS,CLASS05,Topic22,99,BO1,CAT1,EMPLOY1,RESP172,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Income,What is your annual household income?,"Less than $15,000",Overall,Overall,53,11.6,%,Crude Prevalence,BRFSS,CLASS05,Topic33,99,BO1,CAT1,INCOME,RESP016,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Income,What is your annual household income?,"$15,000 - 24,999",Overall,Overall,53,18.1,%,Crude Prevalence,BRFSS,CLASS05,Topic33,99,BO1,CAT1,INCOME,RESP017,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Income,What is your annual household income?,"$25,000 - 34,999",Overall,Overall,53,11.7,%,Crude Prevalence,BRFSS,CLASS05,Topic33,99,BO1,CAT1,INCOME,RESP018,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Income,What is your annual household income?,"$35,000 -  49,999",Overall,Overall,53,14.7,%,Crude Prevalence,BRFSS,CLASS05,Topic33,99,BO1,CAT1,INCOME,RESP019,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Income,What is your annual household income?,"$50,000+",Overall,Overall,53,43.8,%,Crude Prevalence,BRFSS,CLASS05,Topic33,99,BO1,CAT1,INCOME,RESP020,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Internet,Have you used the internet in the past 30 days?,Yes,Overall,Overall,53,80.9,%,Crude Prevalence,BRFSS,CLASS05,Topic34,99,BO1,CAT1,INTERNET,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Internet,Have you used the internet in the past 30 days?,No,Overall,Overall,53,19.1,%,Crude Prevalence,BRFSS,CLASS05,Topic34,99,BO1,CAT1,INTERNET,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Marital Status,What is your marital status?,Married,Overall,Overall,53,53,%,Crude Prevalence,BRFSS,CLASS05,Topic38,99,BO1,CAT1,MARITAL,RESP033,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Marital Status,What is your marital status?,Divorced,Overall,Overall,53,11.2,%,Crude Prevalence,BRFSS,CLASS05,Topic38,99,BO1,CAT1,MARITAL,RESP034,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Marital Status,What is your marital status?,Widowed,Overall,Overall,53,6.6,%,Crude Prevalence,BRFSS,CLASS05,Topic38,99,BO1,CAT1,MARITAL,RESP035,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,53,2.3,%,Crude Prevalence,BRFSS,CLASS05,Topic38,99,BO1,CAT1,MARITAL,RESP036,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,Overall,Overall,50,1,%,Crude Prevalence,BRFSS,CLASS05,Topic39,99,BO1,CAT1,_CHLDCNT,RESP090,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,Overall,Overall,53,1.9,%,Crude Prevalence,BRFSS,CLASS05,Topic39,99,BO1,CAT1,_CHLDCNT,RESP091,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,Overall,Overall,53,5.3,%,Crude Prevalence,BRFSS,CLASS05,Topic39,99,BO1,CAT1,_CHLDCNT,RESP092,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,Overall,Overall,53,12.6,%,Crude Prevalence,BRFSS,CLASS05,Topic39,99,BO1,CAT1,_CHLDCNT,RESP093,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,Overall,Overall,53,15.1,%,Crude Prevalence,BRFSS,CLASS05,Topic39,99,BO1,CAT1,_CHLDCNT,RESP094,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,Overall,Overall,53,64.2,%,Crude Prevalence,BRFSS,CLASS05,Topic39,99,BO1,CAT1,_CHLDCNT,RESP095,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,White,Overall,Overall,53,74.2,%,Crude Prevalence,BRFSS,CLASS05,Topic48,99,BO1,CAT1,RACE,RESP005,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,Black,Overall,Overall,50,7.4,%,Crude Prevalence,BRFSS,CLASS05,Topic48,99,BO1,CAT1,RACE,RESP006,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,Hispanic,Overall,Overall,53,7.6,%,Crude Prevalence,BRFSS,CLASS05,Topic48,99,BO1,CAT1,RACE,RESP007,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,MultiRacial,Overall,Overall,52,1.2,%,Crude Prevalence,BRFSS,CLASS05,Topic48,99,BO1,CAT1,RACE,RESP008,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,Other,Overall,Overall,53,4,%,Crude Prevalence,BRFSS,CLASS05,Topic48,99,BO1,CAT1,RACE,RESP009,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Rent/Own Home,Do you own or rent your home?,Own,Overall,Overall,53,71.3,%,Crude Prevalence,BRFSS,CLASS05,Topic49,99,BO1,CAT1,RENTHOM1,RESP003,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Rent/Own Home,Do you own or rent your home?,Rent,Overall,Overall,53,23.8,%,Crude Prevalence,BRFSS,CLASS05,Topic49,99,BO1,CAT1,RENTHOM1,RESP004,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Rent/Own Home,Do you own or rent your home?,Other,Overall,Overall,53,4.7,%,Crude Prevalence,BRFSS,CLASS05,Topic49,99,BO1,CAT1,RENTHOM1,RESP009,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Sex,Gender of respondent,Male,Overall,Overall,53,48.7,%,Crude Prevalence,BRFSS,CLASS05,Topic51,99,BO1,CAT1,SEX,RESP001,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Sex,Gender of respondent,Female,Overall,Overall,53,51.3,%,Crude Prevalence,BRFSS,CLASS05,Topic51,99,BO1,CAT1,SEX,RESP002,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,Yes,Overall,Overall,53,11.6,%,Crude Prevalence,BRFSS,CLASS05,Topic61,99,BO1,CAT1,VETERAN3,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,No,Overall,Overall,53,88.4,%,Crude Prevalence,BRFSS,CLASS05,Topic61,99,BO1,CAT1,VETERAN3,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Fruits and Vegetables,Fruit Consumption,Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions),One or more times per day,Overall,Overall,53,60.8,%,Crude Prevalence,BRFSS,CLASS06,Topic27,99,BO1,CAT1,_FRTLT1,RESP077,,,
2013,US,"All States, DC and Territories (median) **",Fruits and Vegetables,Fruit Consumption,Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions),Less than one time per day,Overall,Overall,53,39.2,%,Crude Prevalence,BRFSS,CLASS06,Topic27,99,BO1,CAT1,_FRTLT1,RESP078,,,
2013,US,"All States, DC and Territories (median) **",Fruits and Vegetables,Vegetable Consumption,Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions),One or more times per day,Overall,Overall,53,76.9,%,Crude Prevalence,BRFSS,CLASS06,Topic60,99,BO1,CAT1,_VEGLT1,RESP077,,,
2013,US,"All States, DC and Territories (median) **",Fruits and Vegetables,Vegetable Consumption,Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions),Less than one time per day,Overall,Overall,53,23.1,%,Crude Prevalence,BRFSS,CLASS06,Topic60,99,BO1,CAT1,_VEGLT1,RESP078,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,53,15.3,%,Crude Prevalence,BRFSS,CLASS07,Topic28,99,BO1,CAT1,MEDCOST,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,53,84.7,%,Crude Prevalence,BRFSS,CLASS07,Topic28,99,BO1,CAT1,MEDCOST,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,53,83.2,%,Crude Prevalence,BRFSS,CLASS07,Topic29,99,BO1,CAT1,HLTHPLN1,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,53,16.8,%,Crude Prevalence,BRFSS,CLASS07,Topic29,99,BO1,CAT1,HLTHPLN1,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,53,68.2,%,Crude Prevalence,BRFSS,CLASS07,Topic36,99,BO1,CAT1,CHECKUP1,RESP063,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,53,13.1,%,Crude Prevalence,BRFSS,CLASS07,Topic36,99,BO1,CAT1,CHECKUP1,RESP064,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,53,8.3,%,Crude Prevalence,BRFSS,CLASS07,Topic36,99,BO1,CAT1,CHECKUP1,RESP065,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,53,8.4,%,Crude Prevalence,BRFSS,CLASS07,Topic36,99,BO1,CAT1,CHECKUP1,RESP066,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,50,1.2,%,Crude Prevalence,BRFSS,CLASS07,Topic36,99,BO1,CAT1,CHECKUP1,RESP067,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,53,69.9,%,Crude Prevalence,BRFSS,CLASS07,Topic43,99,BO1,CAT1,PERSDOC2,RESP050,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,53,6.7,%,Crude Prevalence,BRFSS,CLASS07,Topic43,99,BO1,CAT1,PERSDOC2,RESP053,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,53,22.9,%,Crude Prevalence,BRFSS,CLASS07,Topic43,99,BO1,CAT1,PERSDOC2,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,53,80,%,Crude Prevalence,BRFSS,CLASS07,Topic59,99,BO1,CAT1,_HCVU651,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,53,20,%,Crude Prevalence,BRFSS,CLASS07,Topic59,99,BO1,CAT1,_HCVU651,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,53,83.1,%,Crude Prevalence,BRFSS,CLASS08,Topic24,99,BO1,CAT1,_RFHLTH,RESP061,,,
2013,US,"All States, DC and Territories (median) **",Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,53,16.9,%,Crude Prevalence,BRFSS,CLASS08,Topic24,99,BO1,CAT1,_RFHLTH,RESP062,,,
2013,US,"All States, DC and Territories (median) **",Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,53,18.6,%,Crude Prevalence,BRFSS,CLASS08,Topic41,99,BO1,CAT1,GENHLTH,RESP056,,,
2013,US,"All States, DC and Territories (median) **",Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,53,33.5,%,Crude Prevalence,BRFSS,CLASS08,Topic41,99,BO1,CAT1,GENHLTH,RESP057,,,
2013,US,"All States, DC and Territories (median) **",Health Status,Overall Health,How is your general health?,Good,Overall,Overall,53,30.9,%,Crude Prevalence,BRFSS,CLASS08,Topic41,99,BO1,CAT1,GENHLTH,RESP058,,,
2013,US,"All States, DC and Territories (median) **",Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,53,12.5,%,Crude Prevalence,BRFSS,CLASS08,Topic41,99,BO1,CAT1,GENHLTH,RESP059,,,
2013,US,"All States, DC and Territories (median) **",Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,53,4.4,%,Crude Prevalence,BRFSS,CLASS08,Topic41,99,BO1,CAT1,GENHLTH,RESP060,,,
2013,US,"All States, DC and Territories (median) **",HIV-AIDS,HIV Test,Have you ever been tested for HIV?,Yes,Overall,Overall,53,35.2,%,Crude Prevalence,BRFSS,CLASS09,Topic32,99,BO1,CAT1,HIVTST6,RESP046,,,
2013,US,"All States, DC and Territories (median) **",HIV-AIDS,HIV Test,Have you ever been tested for HIV?,No,Overall,Overall,53,64.8,%,Crude Prevalence,BRFSS,CLASS09,Topic32,99,BO1,CAT1,HIVTST6,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Hypertension Awareness,High Blood Pressure,Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,53,31.4,%,Crude Prevalence,BRFSS,CLASS10,Topic31,99,BO1,CAT1,_RFHYPE5,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Hypertension Awareness,High Blood Pressure,Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions),No,Overall,Overall,53,68.6,%,Crude Prevalence,BRFSS,CLASS10,Topic31,99,BO1,CAT1,_RFHYPE5,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,53,62.6,%,Crude Prevalence,BRFSS,CLASS11,Topic26,99,BO1,CAT1,_FLSHOT6,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,Overall,Overall,53,37.4,%,Crude Prevalence,BRFSS,CLASS11,Topic26,99,BO1,CAT1,_FLSHOT6,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,53,69.4,%,Crude Prevalence,BRFSS,CLASS11,Topic46,99,BO1,CAT1,_PNEUMO2,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,Overall,Overall,53,30.6,%,Crude Prevalence,BRFSS,CLASS11,Topic46,99,BO1,CAT1,_PNEUMO2,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Immunization,Tetanus Shot,"Since 2005, have you had a tetanus shot?","Yes, Tdap",Overall,Overall,53,20,%,Crude Prevalence,BRFSS,CLASS11,Topic58,99,BO1,CAT1,TETANUS,RESP047,,,
2013,US,"All States, DC and Territories (median) **",Immunization,Tetanus Shot,"Since 2005, have you had a tetanus shot?","Yes, not Tdap",Overall,Overall,53,8,%,Crude Prevalence,BRFSS,CLASS11,Topic58,99,BO1,CAT1,TETANUS,RESP048,,,
2013,US,"All States, DC and Territories (median) **",Immunization,Tetanus Shot,"Since 2005, have you had a tetanus shot?","Yes, not sure what type",Overall,Overall,53,29.9,%,Crude Prevalence,BRFSS,CLASS11,Topic58,99,BO1,CAT1,TETANUS,RESP049,,,
2013,US,"All States, DC and Territories (median) **",Immunization,Tetanus Shot,"Since 2005, have you had a tetanus shot?",No,Overall,Overall,53,41.8,%,Crude Prevalence,BRFSS,CLASS11,Topic58,99,BO1,CAT1,TETANUS,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Injury,Seatbelt Use,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Always Wears a Seatbelt,Overall,Overall,53,87.1,%,Crude Prevalence,BRFSS,CLASS12,Topic50,99,BO1,CAT1,_RFSEAT3,RESP184,,,
2013,US,"All States, DC and Territories (median) **",Injury,Seatbelt Use,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Does Not Always Wear a Seatbelt,Overall,Overall,53,12.9,%,Crude Prevalence,BRFSS,CLASS12,Topic50,99,BO1,CAT1,_RFSEAT3,RESP185,,,
2013,US,"All States, DC and Territories (median) **",Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,53,28.9,%,Crude Prevalence,BRFSS,CLASS14,Topic09,99,BO1,CAT1,_BMI5CAT,RESP039,,,
2013,US,"All States, DC and Territories (median) **",Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),Overall,Overall,53,35.4,%,Crude Prevalence,BRFSS,CLASS14,Topic09,99,BO1,CAT1,_BMI5CAT,RESP040,,,
2013,US,"All States, DC and Territories (median) **",Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Overall,Overall,53,33.4,%,Crude Prevalence,BRFSS,CLASS14,Topic09,99,BO1,CAT1,_BMI5CAT,RESP041,,,
2013,US,"All States, DC and Territories (median) **",Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Overall,Overall,53,1.8,%,Crude Prevalence,BRFSS,CLASS14,Topic09,99,BO1,CAT1,_BMI5CAT,RESP042,,,
2013,US,"All States, DC and Territories (median) **",Physical Activity,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,53,50.5,%,Crude Prevalence,BRFSS,CLASS15,TOPIC01,99,BO1,CAT1,_PAINDX1,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Physical Activity,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,Overall,Overall,53,49.5,%,Crude Prevalence,BRFSS,CLASS15,TOPIC01,99,BO1,CAT1,_PAINDX1,RESP054,,,
2013,US,"All States, DC and Territories (median) **",Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,53,74.5,%,Crude Prevalence,BRFSS,CLASS15,Topic23,99,BO1,CAT1,_TOTINDA,RESP046,,,
2013,US,"All States, DC and Territories (median) **",Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,Overall,Overall,53,25.5,%,Crude Prevalence,BRFSS,CLASS15,Topic23,99,BO1,CAT1,_TOTINDA,RESP054,,,
